대분류,중분류_1,중분류_2,소분류_1,소분류_2,대표질문,유사표현,답변,답변 출처 (URL),
,,,프로그램안내,상담관련프로그램,상담관련 프로그램은 어떤게 있나요?,"상담관련 프로그램 알려줘
대천가족성통합센터에서 할 수 있는 상담 프로그램 ","[대천가족성통합 상담센터 상담 프로그램]
-가정폭력행위자 교정 및 치료
-행복한 가정만들기 부부캠프
-가족과 함께 떠나는 문화탐방
-알콜중독자 가족프로그램
-노인 심리케어프로그램

프로그램의 자세한 내용은 아래 URL에서 확인할 수 있습니다.
<LINK>
상담 프로그램
http://www.dfcc.or.kr/main/?skin=program_area01012.html
대천가족성통합 상담센터에서 운영하는 상담 프로그램",,
,,,,상담교육프로그램,상담교육 프로그램은 어떤게 있나요?,"상담교육 프로그램 설명해줘
대천가족성통합센터에서 할 수 있는 상담 교육 프로그램 ","[대천가족성통합 상담센터 상담 교육 프로그램]
-심리상담사 양성과정
-미술치료사 양성과정
-웃음치료사 양성과정
-독서치료사 양성과정
-애니어그램 1,2단계 과정
-적극적부모역할훈련(A,P,T)
-기타교육과정

프로그램의 자세한 내용은 아래 URL에서 확인할 수 있습니다.
<LINK>
상담 프로그램
http://www.dfcc.or.kr/main/?skin=program_area01012.html
대천가족성통합 상담센터에서 운영하는 상담 교육 프로그램",,
,,보령여성인력개발센터,센터소개,조직도,센터 조직도 알려줘,센터 어떤 팀이 있는지 알려줘,"[보령 여성 인력 개발센터 조직도]
<IMAGE>
보령 여성 인력 개발센터 조직도
http://www.brjob.or.kr/sub1/images/sub4_img1.jpg",,
,,,,시설안내,여성인력센터 시설 안내 해주세요,"여성인력센터 4층에 뭐가 있나요?
여성인력센터 5층 시설 알려주세요","[보령 여성 인력 개발센터 시설 안내]
보령여성인력개발센터에서는 여러 전문직업교육을 위한 강의실과 바리스타실, 조리실, 제과제빵실, 전산실 등의 시설을 갖추고 있습니다.

[시설현황]
4층 : 4층1강의실 ,4층2강의실, 4층3강의실, 4층4강의실, 제과제빵실, 바리스타실
5층 : 5층5강의실, 5층6강의실, 5층7강의실, 5층상담실1, 5층상담실2, 전산실",,
,,,,오시는길,여성인력센터 가는 길 알려주세요,여성인력센터 주소랑 연락처 알려주세요,"[보령 여성 인력 개발센터 주소 및 연락처]
-주소 : 충청남도 보령시 한내로 11 (동대동)
-연락처 : 041-935-9663 Fax. 041-935-2663
-e-mail : brjob@hanmail.net",,
,,,교육프로그램_과정별안내,국비 지원사업,국비 지원사업 뭐가 있는지 알려주세요,국비 지원사업 뭐있는지 알고싶어,"[보령 여성 인력 개발센터 국비지원사업]
국비지원사업은 충청남도 지원사업과 보령시 지원사업이 있으며, 조금 더 자세한 사항은 아래 URL에서 확인할 수 있습니다.

[충청남도 지원사업(충청남도 여성사회참여확대사업)]
-훈련대상자 : 취업을 희망하는 경력단절 여성
-제출서류 : 교육신청서, 구직신청서, 신분증 사본, 사진2매

[보령시 지원사업(다문화결혼이주여성 직업능력개발 지원사업)]
-훈련대상자 : 보령시 거주 다문화결혼이주여성
-제출서류 : 교육신청서, 신분증 사본

<LINK>
보령 여성 인력 개발센터 국비지원사업
http://www.brjob.or.kr/sub2/sub2.aspx
보령 여성 인력 개발센터 국비지원사업 안내",,
,,,,기타 지원사업,기타 지원사업은 어떤게 있나요?,기타 지원사업 종류 알려주세요,"[보령 여성 인력 개발센터 기타 지원사업]
보령 여성 인력 개발센터 지원사업은 아래 URL에서 자세히 확인할 수 있습니다.
<LINK>
보령 여성 인력 개발센터 기타 지원사업
http://www.brjob.or.kr/sub2/sub3.aspx
보령 여성 인력 개발센터 기타 지원사업 안내",,
,,,,일반유료훈련,일반 유료훈련은 어떤 종류가 있나요?,"일반 유료훈련은 어떤게 있나요?
여성 마카롱 만들기 프로그램 알려주세요
여성 인력 ITQ 한글 과정 프로그램 ","[보령 여성 인력 개발센터 유료 교육]
보령 여성인력 개발센터에서는 다음과 같은 유료 교육을 시행하고 있으며, 더욱 자세항 사항은 아래 URL에서 자세히 확인할 수 있습니다.
**표**
구분	과정명
일반직업훈련	제과기능사 취득과정	제빵기능사 취득과정
바리스타1급 취득과정	바리스타2급 취득과정
컴퓨터활용능력2급 취득과정	라이스베이킹마스터2급 취득과정
전산회계2급 취득과정	SMAT서비스경영2급 취득과정
정리수납전문가2급 취득과정	ITQ자격증 취득반_엑셀
박스케이터링 전문가	ITQ자격증 취득반_한글
캘리그라피 입문반	ITQ자격증 취득반_파워포인트
캘리그라피 작품반 1,2	회사에서 통하는 엑셀실무1,2
미싱기 초보수선리폼과정	스마트폰 활용 초급반
나만의 핸드메이드 여성복 만들기	플로리스트 입문반
커피홈까페 마스터 취득과정	레터링케이크 만들기
사회문화	뚱카롱만들기	캐릭터 레터링케이크 만들기
명절 선물잼 만들기	크리스마스 홈파티 케이크 만들기
유기농 토핑듬뿍피자 만들기	애착인형만들기
빈티지공예 소품만들기	플라워석고방향제 만들기
홈카페 음료 입문반	꾸.안.꾸 홈패션
선물용드립백커피 만들기	프랑스 자수
커피핸드드립	플라워리스 만들기
커피라떼아트	드라이플라워 꽃다발 만들기
바리스타 일일체험	별자리 타로 초급반
핸드메이드 꽃바구니 만들기	별자리 타로 중급반
3D모델링 일일체험	별자리 타로 상급반
**
<LINK>
유료훈련
http://www.brjob.or.kr/sub2/sub4.aspx
보령 여성 인력 개발센터 유료 훈련 사업",,
,,,,수강신청안내,수강신청에 대해 안내해주세요,"수강신청 방법 알려줘
수강신청 안내 해주세요
온라인 입금 안내해주세요
입금 계좌번호 알려주세요","[보령여성인력개발센터 강의 수강신청]
보령여성인력개발센터에서 실시하는 교육의 신청을 원하시는 분들은 방문, 전화, 팩스·메일을 통해 신청접수가 가능합니다.

[수강신청안내]
모든 과정은 전화, 방문을 통해 사전접수하셔야 하며, 교육시작일 2일 전까지 수강료가 입금되어야 합니다. 실업자 내일배움카드제, 근로자 직업능력개발훈련 과정은 개인에 따라 본인부담금이 다를 수 있으므로, 본인부담금 확인 후 교육시작일 2일 전까지 입금해주시기 바랍니다. 교육일정은 센터사정에 따라 폐강 또는 연기될 수 있으며, 이 경우 수강료는 전액환불 가능합니다.

[수강신청방법]
1.  방문접수
-센터에 내방하여 수강신청서를 작성하고 수강료 결제
2. 전화접수
- 전화번호 : (041)935-9663
- 전화로 수강신청서 작성 후 수강료 입금
3. 팩스, 이메일 접수
- FAX : (041)935-2663
- E-mail : brjob@hanmail.net
- 수강신청서를 팩스나 메일로 전송 후 수강료 입금

[온라인 입금안내]
신협 계좌 : 131-005-560725 예금주 : (사)온터두레회 보령여성인력개발센터",,
,,,,환불안내,환불안내 해주세요,환불 규정 알려주세요,"[보령여성인력개발센터 환불규정]
보령여성인력개발센터 환불규정은 아래 URL에서 자세히 확인할 수 있습니다.
<LINK>
보령여성인력개발센터 환불규정
http://www.brjob.or.kr/sub2/sub6.aspx
강의 환불 규정",,
,,,여성새로일하기센터,여성새로일하기센터,여성 새로일하기센터가 뭐야?,"여성 새로일하기 센터에 대해 알려줘
여성 새로 일하기 센터에 어떤 프로그램이 있는지 알려줘","[여성새로일하기센터]
여성새로일하기센터(새일센터)는 혼인·임신·출산·육아 등으로 경력이 단절된 여성에게 취업상담, 직업교육훈련, 인턴십 및 취업 후 사후관리 등 종합적인 취업지원 서비스를 ONE-STOP으로 제공하는 여성가족부·고용노동부 지정 기관입니다.

[여성새로일하기센터 사업]
-집단상담 프로그램 : 자기탐색과 진로설계를 통한 맞춤식 취업준비 프로그램
-직업훈련 프로그램 : 전문 커리큘럼과 강사풀로 구성된 여성전문 직업훈련
-찾아가는 취업지원서비스 : 취업희망 여성 및 구인기업 발굴(연 12회 이상)
-새일여성인턴제 : 직업적응 프로그램으로 기업체에 인턴채용 지원금 지원
-취업연계 및 사후관리 서비스 : 사후관리 상담 및 고용유지를 위한 고충상담, 여성친화기업협약 등",,
,,,,세일여성인턴십,새일 여성 인턴십이 뭐에요?,"새일여성인턴십 신청에 대해 알고싶어요
새일여성인턴십 지원대상 알려줘
새일여성인턴십 신청서류 알려줘","[새일여성인턴/결혼이민여성인턴]
새일여성인턴십은 경력단절여성 및 결혼이민여성에게 직장체험 및 업무적응의 기회를 제공하고, 여성인력이 필요한 기업에게는 맞춤알선서비스와 인턴채용 지원금을 지원하는 사업입니다.

[새일여성인턴]
장기간 직장으로부터 이탈된 경력단절여성이 취업 후 직장에 적응할 수 있도록 지원

[결혼이민여성인턴]
결혼이민여성의 경제 자립 지원과 지역 사회 내 일자리 연계를 통해 다문화 가족의 삶의 질 향상에 기여하고 취업 후 직장에 적응할 수 있도록 지원

-신청기간 : 1월~ 채용지원금 예산 소진시까지
-인턴대상 : 새일센터에 구직 등록(필수)한 미취업 여성
-인턴기간 : 3개월

[지원내용]
-참여기업
인턴지원금 : 인턴 3개월간 80만원씩 = 총 240만원
고용장려금 : 인턴 종료 후 상용직·정규직 전환으로 6개월 고용유지 시 80만원 지원
-참 여 자 : 인턴종료 후 6개월 고용유지 시 60만원 지원
-채용조건 : 전일제근무 새일여성인턴(주당 35시간 이상) / 결혼이민여성인턴(주당 30시간 이상)

[지원대상 및 신청서류]
 지원대상 및 신청서류는 아래 URL에서 자세한 내용을 확인할 수 있습니다.
<LINK>
새일 여성인턴 결혼이민 여성 인턴
http://www.brjob.or.kr/sub3/sub2.aspx
새일 여성인턴 결혼이민 여성 인턴 상세 페이지",https://www.brcn.go.kr/kor/sub05_07_02.do,
,,,,찾아가는 취업지원서비스,찾아가는 취업지원서비스에 대해 알려줘,"찾아가는 취업지원서비스는 어디서 하나요?
찾아가는 직업상담에 대해서 알려줘
이마트 보령점 직업상담 가능 시간 알려주세요
홈플러스 보령점 직업상담 가능 시간 알려주세요","[찾아가는 취업지원 서비스]
센터를 방문하기 어려운 분, 인터넷이나 기타 매체의 정보접근성이 떨어지는 분들을 취업전문가인 취업설계사가 직접 찾아가서 구인·구직 상담 및 취업지원서비스를 제공합니다.
또한, 여성의 왕래가 많은 장소에서 직업상담 및 취업정보제공 및 개인별 맞춤형 취업알선 및 교육을 제공합니다.

[취업 지원 내용]
이동 구인·구직 상담, 훈련 및 직업정보제공
찾아가는 직업상담

[서비스 장소]
이마트,홈플러스 (보령점) / 아파트단지 및 관리사무소/ 읍,면,동사무소/ 보령장터
이마트 보령점 :매주 둘째 금요일 15:00~17:00
홈플러스 보령점 : 매주 셋째 목요일 15:00~17:00
*센터 취업상담사가 항상 기다리고 있습니다.",,
,,,,집단상담프로그램,집단상담프로그램에 대해 알려줘,"집단상담프로그램 교육대상 알려줘
집단상담프로그램 교육특전은 뭐야?
집단상담 프로그램 내용 알려줘
집단상담 프로그램 신청서류는?","[집단상담 프로그램]
미취업 여성들의 구직준비 필수코스
취업 자신감 회복 및 취업정보 제공
전문 직업상담을 통한 진로설정

[교육대상]
경력단절 여성 및 미취업 여성 누구나 가능(고용보험 가입자 또는 사업자등록증 소지자 제외)

[교육특전]
교육비 전액무료, 구직활동 2회 인정, 수료 후 맞춤식 취업연계, 수료증 발급, 정부지원 직업교육훈련 우선참여, 새일여성인턴 우선연계, 간식 및 중식제공

[프로그램 내용]
**표**
구분	새일스타트	새일플러스
대상	새로운 경력을 형성하고 취업을 준비하는
진로 미설정 경력단절여성	과거 경력을 바탕으로 신속히 재취업을 원하는
진로 설정 경력단절여성
내용	· 1일 : 나의 취업동기
· 2일 : 직업세계 변화와 재취업 직종
· 3일 : 나의 성향 알아보기
· 4일 : 재취업 준비
· 5일 : 새로운 출발	· 1일 : 취업 희망분야 살펴보기
· 2일 : 재취업 걸림돌 극복하기
· 3일 : 효과적인 일자리 정보탐색
일정	5일(총 20시간)
월-금 9:30~13:30	3일(총 12시간)
월-수 9:30~13:30
인원	15명 이내	10명 이내
**

[신청서류]
신청서(센터 소정 양식), 증명사진2매
※ 신청서양식은 자료실에 있습니다.

[접수문의]
041)935-9663(내선2)
 ",http://www.brjob.or.kr/sub3/sub4.aspx,
,,,청년내일채움공제,취업성공패키지,취업성공패키지에 대해 알려주세요,"취업성공패키지 참여대상자는 누구야?
취업성공패키지 취업지원프로그램 알려줘
취업성공패키지 취업지원수당 알려줘
취업성공패키지 신청방법 알려줘
취업성공패키지 지원대상자 제외기준은?","[취업성공패키지란]
고용노동부가 취업에 어려움을 겪는 구직자를 위해 운영중인 맞춤형 취업지원 서비스로 '진단·경로설정→의욕·능력증진→집중 취업알선'에 이르는 통합적인 취업지원 프로그램을 제공하는 종합적인 취업지원체계입니다.

[취업성공패키지 신청방법]
신청방법 : 직접 방문 또는 전화문의
                 TEL : 041-935-9663(내선 3번) FAX : 041-935-2663
신청장소 : 충남 보령시 한내로 11(신협5층) 보령여성인력개발센터
신청서류 : 취업성공패키지 참가신청서
증빙서류 : 중장년층 – 신분증, 건강보험 자격확인서, 건강보험 납부확인서(최근 3개월)
                 청년층 – 신분증, (공통)최종학교 졸업(재학, 제적)증명서, 보호자 또는 학교장 확인서)
참       고 : 고용노동부 홈페이지 www.moel.go.kr
                 (정보마당 → 주요정책정보 → 고용서비스 → 취업성공패키지)

보다 자세한 내용은 아래 URL에서 확인할 수 있습니다.
<LINK>
취업성공패키지
http://www.brjob.or.kr/sub4/sub1.aspx
취업성공패키지 내용",,
,,,,지원대상,청년내일채움공제 지원대상 알려줘,"청년내일채움공제 지원대상은?
청년내일채움공제 청년 지원대상 알려줘
청년내일채움공제 기업 지원대상 알려줘","[청년내일채움공제]
중소·중견기업에 정규직으로 취업한 청년에게 자산형성 지원을 통해 장기근속을 유도하고 기업은 2년 또는 3년간 우수청년인력확보와 지원금을 지원받는 제도

[청년내일채움공제 지원대상]
[청년]
-정규직 취업일 현재 만 15세 이상 만 34세 이하자로서 고용보험 최초취득자 (군필자의 경우 군복무기간 비례하여 연동 적용 만 39세로 한정)
-최종학교 졸업 이후 고용보험 가입 기간이 12개월 이하인자(12개월 초과자는 6개월 실직기간 적용)
-청년공제와 지원대상, 목적, 지원방식 등이 유사한 자산형성사업 참여자는 중복참여 불가
-참여제한 : 사업자등록증 소지자, 청년공제 1회 이상 가입했던 자, 월급여 총액 350만원 초과자, 소정근로시간 주 30시간 미만자등

[기업]
-고용보험 피보험자수 기준 5인 이상의 중소·중견기업(지식서비스산업, 문화콘텐츠산업에 해당되는 경우 5인 미만 사업장도 가능하나 소비향략업등 일부업종 및 비영리법인은 지원 제외)
-기업의 청년 채용조건
- 주 30시간 이상의 정규직 채용, 최저임금 이상 지급
-3년형의 경우 ‘뿌리산업’에 해당할 경우만 가능(뿌리기업 확인서 제출)
※뿌리산업이란? 주조, 금형, 소성가공, 용접, 표면처리, 열처리등의 뿌리기술을 활용하여 사업을 영위하는 업종이거나 뿌리기술에 활용되는 장비 제조업종",,
,,,,지원내용,청년내일채움공제 지원내용 알려줘,"청년내일채움공제 지원내용은?
청년내일채움공제 청년 지원내용 알려줘
청년내일채움공제 기업 지원내용 알려줘","[청년내일채움공제 지원내용]
[청년]
-본인, 정부, 기업(정부지원)의 공동적립을 통해 본인납입금 대비 약 5배 수령으로 미래설계 기반 마련
-최소 2~3년 동일 사업장에서 근무하면서 실직적 경력 형성의 기회
-만기 후 중소벤처기업부의 내일채움공제(3~5년)로 연장가입 시 최대 8년의 장기적인 목돈마련가능

[기업]
-인재육성형 전용자금’ 지원 대상으로 편입 등 중소벤처기업부 49개 사업 참여 시 혜택
-잦은 이직으로 인해 인력난이 심각한 중소기업은 우수인력을 고용유지 할 수 있는 기회",,
,,,,2년형 청년내일채움공제 적립 구조,2년형 청년내일채움공제 적립구조 알려줘,"2년형 청년내일채움공제 적립구조 청년에 대해 알려줘
2년형 청년내일채움공제 적립구조 기업에 대해 알려줘","[2년형 청년내일채움공제 적립 구조]
청년 : 2년형 만기 시 1,600만원+@이자 목돈마련 (본인납입금: 월 125,000원씩 300만원 적립)
기업 : 기업기여금 400만원 (400만원은 청년에게 자동적립, 50만원은 기업순지원금)

**표**
지원금 지급 회차
(공제가입일=청약승낙일)	1회차
(1M)	2회차
(6M)	3회차
(12M)	4회차
(18M)	5회차
(24M)	계	총지원금
고용부 -> 청년	75만원	150만원	225만원	225만원	225만원	900만원	청년
900만원+400만원
고용부 -> 기업	기여금	45만원	70만원	95만원	95만원	95만원	400만원
순지원금	10만원	10만원	10만원	10만원	10만원	50만원	기업 50만원
**",https://www.brcn.go.kr/kor/sub05_07_02.do,
,,,,3년형 청년내일채움공제 적립 구조,3년형 청년내일채움공제 적립구조 알려줘,"3년형 청년내일채움공제 적립구조 청년에 대해 알려줘
3년형 청년내일채움공제 적립구조 기업에 대해 알려줘","[3년형 청년내일채움공제 적립 구조]
청년 : 3년형 만기 시 3,000만원+@이자 목돈마련 (본인납입금: 월 165,000원씩 600만원 적립)
기업 : 기업기여금 600만원 (600만원은 청년에게 자동적립, 70만원은 기업순지원금)
**표**
지원금 지급 회차
(공제가입일=
청약승낙일)	1회차
(1M)	2회차
(6M)	3회차
(12M)	4회차
(18M)	5회차
(24M)	6회차
(30M)	7회차
(36M)	계	총지원금
고용부 -> 청년	150만원	175만원	225만원	250만원	325만원	325만원	350만원	1800만원	청년
1800만원+600만원
고용부
-> 기업	기여금	50만원	50만원	75만원	100만원	100만원	100만원	125만원	600만원
순지원금	10만원	10만원	10만원	10만원	10만원	10만원	10만원	70만원	기업 70만원
**",,
,,,,신청기한/신청방법,청년내일채움공제 신청기한과 신청방법을 알려줘,"청년내일채움공제 신청기한 알려줘
청년내일채움공제 신청방법 알려줘","[신청기한]
정규직 채용일 기준 6개월 이내만 청약 가능

[신청방법]
-워크넷 가입 신청: http://www.work.go.kr/youngtomorrow 에서 청년과 기업이 각각 온라인 신청
가입 신청 시 해당 참여유형 (2년형 또는 3년형) 확인 후 내용 작성하고 운영기관은 ‘(사)온터두레회 보령여성인력개발센터’를 선택 후 신청 완료

-청약 신청: http://sbcplan.or.kr/ 에서 기업이 먼저 신청 후 청년이 청약 신청
청약 신청은 공제 참여 요건에 해당하는 청년과 기업만 가능

",,
,,,취업지원,구인/구직등록 절차,구인/구직등록 절차 알고싶어요,"구인 절차 알려줘
구직등록 절차 알려줘 ","[구인신청절차]
이메일,팩스, 방문 -> 이메일,팩스,방문을 통해 사업자등록증 사본제출->구인싱청서 제출 -> 근로조건, 기재누락, 허위기재사항 확인 후 구인표 접수

[구직 신청절차]
센터방문 -> 구직자 기초상담(구직자유형별 분류) -> 구직표작성 -> 구직표 접수(등록)

[구인표 서식]
열린공간 -> 자료실/서식 -> 구인표

[신청 및 문의사항]
041-935-9663(내선2번)/ FAX: 041-935-2663/ 이메일: brjob@hanmail.net",,
,,,찾아오시는길,오시는길,건강가정 다문화가족지원센터 주소 알려주세요,"건강가정 다문화가족지원센터 찾아가는 길 알려줘
건강가정 다문화가족지원센터 전화번호 알려줘","[보령시 건강가정·다문화가족지원센터]
-주소 : (33433) 충청남도 보령시 한내로 45 문화빌딩 2층 (동대동)
-대표전화 : 041-936-8506
-상담전화 : 041-934-0033
-아이돌봄 : 041-935-0131
-팩스 : 041-936-8596
-e-mail : brcenter19@naver.com",,
,,,프로그램안내,프로그램목록/프로그램일정,프로그램 목록/ 일정 알려줘,"프로그램 목록 알려줘
프로그램 일정 알려줘","[보령시 건강가정 다문화 가족지원센터]
[프로그램 목록]
보령시 건강가정 다문화 가족지원센터에서 진행하는 프로그램 목룍과 일정은 아래 URL에서 자세히 확인할 수 있습니다.
<LINK>
프로그램 목록 및 일정
https://boryeong.familynet.or.kr/center/lay1/program/S295T322C324/receipt/list.do
프로그램 목록 및 일정",https://www.brcn.go.kr/kor/sub05_07_05_01.do,
,,,사이버상담,사이버상담,건강가정 다문화가족지원센터 사이버상담 하고싶어요,건강가정 다문화가족지원센터에 상담 연결해주세요,"[상담 연결]
아래 URL을 눌러 상담을 받을 수 있습니다.
<LINK>
상담 연결
https://boryeong.familynet.or.kr/center/lay1/bbs/S295T325C434/G/10/list.do
다문화가족지원센터 상담 연결",https://www.brcn.go.kr/kor/sub05_07_05_02.do,
