대분류,중분류,소분류,질문명,대표질문,유사표현,답변,답변 출처 (URL),비고
복지/보건,전체 복지정보,보훈,보훈 참전 유공자 지원 내용,보훈 참전명예수당 및 생일축하금에 대해 알고싶어,"보훈 참전명예수당 신청방법에 대해 알려줘
보훈 생일축하금 지원대상은?
참전 명예 수당 장제보조비 지급시기는?
보훈 참전명예수당 및 생일축하금 지원금액은?
참전 유공자 지원금
참전 유공자 수당참전 용사 보훈 유공자 지원 사망 지원
보훈 유공자 지원 수당 어떻게 할 수 있어?
참전유공자 보훈 유공자 지원 참전 명예 수당
보훈 보훈 유공자 지원 사망 지원
보훈 유공자 지원 어떻게 할 수 있어?
참전 용사 보훈 유공자 지원 참전 명예 수당
보훈 유공자 지원 참전 명예 수당 받고 싶어
보훈 유공자 지원 수당 알려줘
참전유공자 보훈 유공자 지원 사망 지원
보훈 유공자 지원 참전 명예 수당 어떻게 할 수 있어?
보훈 보훈 유공자 지원 수당
보훈 보훈 유공자 지원 생일
보훈 유공자 지원 생일 알려줘
보훈 보훈 유공자 지원 참전 명예 수당
참전유공자 보훈 유공자 지원 생일
참전 용사 보훈 유공자 지원 수당
보훈 유공자 지원 받고 싶어
보훈 유공자 지원 생일 받고 싶어
참전 용사 보훈 유공자 지원 생일
보훈 유공자 지원 사망 지원 어떻게 할 수 있어?
보훈 유공자 지원 참전 명예 수당 알려줘
보훈 유공자 지원 사망 지원 알려줘
보훈 유공자 지원 생일 어떻게 할 수 있어?
보훈 유공자 지원 수당 받고 싶어
보훈 유공자 지원 사망 지원 받고 싶어
보훈 유공자 지원 알려줘
참전유공자 보훈 유공자 지원 수당","[신청방법]
거주지 읍 · 면 · 동 사무소

[지원대상]
 「참전유공자예우 및 단체설립에 관한 법률」 제2조 제2호 및 4호에 따라 국가보훈처에 등록된 참전 유공자로 현재 보령시에 주소를 둔 사람

[지급시기]
신청이 있는 달부터 매월 말일 지급

[지원금액]
월 15만원 내 지급(참전명예수당 10만원, 생일축하금 5만원)
※ 참전유공자 사망시 장제보조비 15만원 지급",https://www.brcn.go.kr/welfare/sub01_07.do,o
복지/보건,전체 복지정보,보훈,보훈 명예 수당,보훈명예수당에 대해 알려줘,"보훈명예수당 신청방법 알려줘
보훈명예수당 지원대상은?
보훈명예수당 지급시기는?
보훈명예수당 지원금액은?보훈 명예 수당 신청방법 알려줘
참전 용사 보훈 명예 수당 지급 날짜
보훈 명예 수당 어떻게 할 수 있어?
보훈 명예 수당 지원금액 받고 싶어
보훈 명예 수당 신청 받고 싶어
참전 용사 보훈 명예 수당 신청
보훈 명예 수당 받고 싶어
참전 용사 보훈 명예 수당 신청방법
보훈 명예 수당 지급일 알려줘
참전 용사 보훈 명예 수당 지급일
보훈 명예 수당 신청방법 어떻게 할 수 있어?
보훈 명예 수당 지원금액 어떻게 할 수 있어?
보훈 명예 수당 지급 날짜 알려줘
참전 용사 보훈 명예 수당 지원금액
보훈 명예 수당 지급 날짜 어떻게 할 수 있어?
보훈 명예 수당 신청방법 받고 싶어
보훈 보훈 명예 수당 지원금액
보훈 명예 수당 지급일 받고 싶어
보훈 명예 수당 신청 어떻게 할 수 있어?
보훈 명예 수당 지급일 어떻게 할 수 있어?
참전유공자 보훈 명예 수당 지급 날짜
참전유공자 보훈 명예 수당 신청
참전유공자 보훈 명예 수당 지원금액
참전유공자 보훈 명예 수당 신청방법
보훈 보훈 명예 수당 지급 날짜
보훈 보훈 명예 수당 신청
참전유공자 보훈 명예 수당 지급일
보훈 명예 수당 지급 날짜 받고 싶어
보훈 명예 수당 신청 알려줘
보훈 명예 수당 알려줘
보훈 보훈 명예 수당 신청방법
보훈 보훈 명예 수당 지급일
보훈 명예 수당 지원금액 알려줘","[신청방법]
거주지 읍 · 면 · 동 사무소

[지원대상]
-국가유공자 등 예우 및 지원에 관한 법률 제4조의제1항제1호부터 제3호까지에 해당하는 순국선열, 애국지사, 전몰군경 및 유족 (국가보훈처에서 발급한 유족증 소지자) 로 신청일 현재 보령시에 주민등록이 되어있는 자.
-단, 현 유족증 소지자가 사망 시 승계받은 유족 1명에게만 수당이 지급되며 다른 유족에게 이전되지 아니함

[지급시기]
신청이 있는 달부터 매월 말일 지급

[지원금액]
월 5만원",,o
복지/보건,전체 복지정보,보훈,보훈_보훈단체현황,보훈단체 현황에 대해 알려줘,"보훈 단체현황은?
보훈 단체 알려줘","

<IMAGE>
보훈단체현황
https://chatbot1.blob.core.windows.net/%24web/32.png
",https://www.brcn.go.kr/welfare/sub01_07.do,
복지/보건,전체 복지정보,어르신,노인 기초 연금 제도 사업 안내,노인복지지원에 대해서 알려줘,"기초연금제도가 뭐에요?
노인복지지원 지급대상은 뭐에요?
노인 연금 받으려고 하는데
노인 기초 연금 어떻게 받아?노인 기초 연금 제도 지급 대상 어떻게 할 수 있어?
노인 기초 연금 제도 지급 대상 알려줘
노인 노인 기초 연금 제도 지급 대상
노인 기초 연금 제도 지급 대상 받고 싶어
노인 기초 연금 제도 어떻게 할 수 있어?
노인 기초 연금 제도 알려줘
노인 기초 연금 제도 받고 싶어","[기초연금제도]
만 65세 이상 노인 중 소득과 재산이 적은 70%의 노인에게 매달 일정액의 연금을 지급하여 안정적인 소득기반을 제공함으로써 노인의 생활 안정을 지원하고 복지를 증진 (2014년 5월 20일 기초연금법 제정)

[지급대상]
-만65세 이상
-소득 · 재산 조사 결과 소득인정액이 선정기준액 이하인 어르신
※ 소득인정액 : 월 소득평가액 + 재산의 소득환산액
※ 2018년 선정기준액 : 단독 131만 / 부부 209.6만",,o
복지/보건,전체 복지정보,어르신,연금액선정 및급여기준,노인복지지원 연금액 선정에 대해 알려주세요,"노인복지지원 연금액 선정이 뭐에요?
노인복지지원 연금액 지급 알려주세요
노인복지지원 연금액 선정 및 급여기준을 알려주세요노인 기초 연금 제도 연금액 알려줘
노인 노인 기초 연금 제도 급여
노인 노인 기초 연금 제도 연금액
노인 기초 연금 제도 급여 어떻게 할 수 있어?
노인 기초 연금 제도 기준 어떻게 할 수 있어?
노인 기초 연금 제도 지금액 어떻게 할 수 있어?
노인 기초 연금 제도 어떻게 할 수 있어?
노인 기초 연금 제도 기준 알려줘
노인 기초 연금 제도 급여 알려줘
노인 기초 연금 제도 받고 싶어
노인 노인 기초 연금 제도 선정
노인 기초 연금 제도 선정 어떻게 할 수 있어?
노인 기초 연금 제도 선정 알려줘
노인 기초 연금 제도 지금액 알려줘
노인 기초 연금 제도 기준 받고 싶어
노인 기초 연금 제도 연금액 어떻게 할 수 있어?
노인 기초 연금 제도 급여 받고 싶어
노인 기초 연금 제도 지금액 받고 싶어
노인 노인 기초 연금 제도 지금액
노인 기초 연금 제도 알려줘
노인 기초 연금 제도 연금액 받고 싶어
노인 노인 기초 연금 제도 기준
노인 기초 연금 제도 선정 받고 싶어","[연금액]
-단독가구 (1인) : 2 ~ 20만원 차등 지급
-부부가구 (2인) : 4 ~ 32만원 차등 지급
※신청자의 소득인정액과 국민연금의 유형에 따라 지급액을 결정
※신청에 근거하여 공적자료에 의한 소득재산 조사를 거쳐야 정확한 기초연금 지급액을 알 수 있음

[선정 및 급여 기준]
-대상자 선정 (소득인정액 산정) 은 가구단위 (부부합산) 로 급여 지급
-기초연금액 산정은 개인단위",,o
복지/보건,전체 복지정보,어르신,"
노인복지지원_신청방법,신청기간,구비서류 기타 문의 및 안내",노인복지지원 신청방법에 대해서 알려주세요,"노인복지지원 신청방법은?
노인복지지원 신청은 누가하나요?
노인복지지원 신청기간은?
노인복지지원 구비서류는?
노인복지지원 문의번호 알려주세요","[신청방법]
방문신청 : 주소지 동 주민센터 또는 국민연금공단지사
온라인신청 : 복지로 (http://online.bokjiro.go.kr) 로 집에서 신청
※온라인 신청 시에는 본인, 배우자, 동일주소 자녀가 신청할 수 있으며 신청자 및 배우자, 대리신청자의 공인인증서 필요

[신청기간]
만65세 (1953년생) 생일이 속하는 달의 1개월 전부터 신청 · 접수 가능

[구비서류]
신분증, 연금 지급대상자 명의 통장, 신청서, 금융정보제공동의서, 소득재산신고서 등 (대리 신청시 대리인의 신분증, 위임장 등을 추가로 제출)

[기타 문의 및 안내]
사회복지과 노인복지 담당 041-930-3317 기초연금제도 연금액

<LINK>
복지로 홈페이지
http://online.bokjiro.go.kr
복지로 온라인 신청",,
복지/보건,전체 복지정보,어르신,노인복지시설,노인복지시설에 대해 알려줘,"노인 요양시설 알려줘
보령 내에 있는 요양원 알려줘
노인 생활 시설 알려줘요양원 어떻게 할 수 있어?
요양원 받고 싶어
요양 시설 받고 싶어
노인 요양시설 알려줘
노인 요양시설 받고 싶어
요양 시설 알려줘
노인 생활 시설 받고 싶어
노인 요양시설 어떻게 할 수 있어?
요양원 알려줘
요양 시설 어떻게 할 수 있어?
노인 생활 시설 알려줘
노인 생활 시설 어떻게 할 수 있어?","[노인요양시설 및 요양공동생활가정]


<IMAGE>
노인복지시설
https://chatbot1.blob.core.windows.net/%24web/36.png
",,o
복지/보건,전체 복지정보,어르신,복지용구제공 사업소,복지용구제공 사업소 알려줘 ,"노인 복지용구 제공하는  곳 알려줘
복지용구 제공 기관 어디있어","[복지용구제공사업소]


<IMAGE>
복지용구제공사업소
https://chatbot1.blob.core.windows.net/%24web/37.png

",,
복지/보건,전체 복지정보,어르신,방문간호,노인 방문간호 하는 곳 알려줘 ,"방문 간호 시설 어디야
방문 간호 복지시설","[방문간호]


<IMAGE>
방문간호
https://chatbot1.blob.core.windows.net/%24web/38.png
",,
복지/보건,전체 복지정보,어르신,방문요양,방문 요양 시설 알려줘 ,"방문 요양 센터 어디야
방문 요양 해주는 곳","[방문요양]


<IMAGE>
방문요양
https://chatbot1.blob.core.windows.net/%24web/39-1.png


<IMAGE>
방문요양
https://chatbot1.blob.core.windows.net/%24web/39-2.png",,
복지/보건,전체 복지정보,어르신,주야간 보호,노인 주야간 보호 시설 알려줘,"노인 주간 보호 센터
노인 야간 보호 센터
노인 주야간으로 돌봐주는 곳 ","[주야간보호]


<IMAGE>
주야간보호
https://chatbot1.blob.core.windows.net/%24web/40.png
",,
복지/보건,전체 복지정보,어르신,방문목욕,노인 방문목욕 시설 알려줘,"노인 방문목욕 해주는 곳
노인 방문 목욕 센터","[방문목욕]


<IMAGE>
방문목욕
https://chatbot1.blob.core.windows.net/%24web/41-1.png


<IMAGE>
방문목욕
https://chatbot1.blob.core.windows.net/%24web/41-2.png
",,
복지/보건,전체 복지정보,어르신,노인사회활동지원_일반,노인사회활동지원에 대해 알고싶어요,"노인사회활동지원 신청 대상은?
노인사회활동지원 모집방법은?
노인사회활동지원근무기간 및 여건은?","[신청대상]
만65세 이상 기초연금 수급권자로 근로 능력 있는 어르신

[모집방법]
수행기관별 모집 (2월중), 인원부족시 수시모집

[근무 기간 및 여건]
9개월 (3 ~ 11월), 20만원, 월 30 ~ 35시간, 주 2 ~ 3회 근무",,
복지/보건,전체 복지정보,어르신,노인사회활동지원_사업내용 및 사업효과,노인사회활동지원 사업내용 및 사업효과가 알고싶어요,"노인사회활동지원 사업내용 알려줘
노인사회활동지원  사업효과 알려줘","[공익활동]
-전국형 (4개 프로그램) : 저소득 재가노인의 안정적 생활유지 서비스 제공 (주요사업 : 어르신 안부묻기, 말벗서비스, 도시락배달서비스 등)
-지역형 : 지역특성에 맞게 필요한 공공사업 발굴 및 사업추진 (주요사업 : 아동안전보호, 초등학교 급식도우미, 지역사회 환경개선, 어르신강사파견, 노인확대예방, 아동 · 청소년 보호지원 등 )

[취업활동]
-인력파견형 : 수요처와 연계하여, 필요한 인력 파견 (주요사업 : 잔디식재 등 인력파견 등)

[창업활동]
-공동작업형 : 영농사업으로 작물, 화훼재배를 통한 수익창출 (주요사업 : 황금분재원, 지역영농사업 등)
-제조판매형 : 제조판매를 통한 수익창출 (주요사업 : 누룽지 판매 )

[사업효과]
노인의 능력과 적성에 맞는 사회적 일자리를 창출하여 노인의 건강유지, 사회참여 확대, 소득보장 등 노인복지향상으로 고령사회에 적극 대비",,
복지/보건,전체 복지정보,어르신,노인사회활동지원_사업수행기관,노인사회활동지원 사업수행기관은 뭐야?,노인사회활동지원_사업수행기관 번호 알려줘,"[사업수행기관]
-보령시 사회복지과 (읍 ‧ 면 ‧ 동)
-대한노인회보령시지회 (041-931-2968)
-보령노인종합복지관 (041-931-7677)
-보령효나눔센터 (041-931-8491)",,
