대분류,중분류_1,중분류_2,소분류_1,소분류_2,대표질문,유사표현,답변,답변 출처 (URL),
,,,,여성권익증진사업,여성권익증진사업에 대해 알려줘,"여성자치대학 운영 시기 알려줘
여성 발명 창의교실 운영시기 알려줘
여성친화 아카데미 운영 시기 알려줘
여성주간 기념행사 시기 알려주세요
","[여성의 능력개발과 사회참여 확대 사업]
여성자치대학 운영: 6 ~ 8월 (10회) / 道와 연계
여성 발명 창의교실 운영: 3월 중 / 35명
여성친화 아카데미 운영: 연 3회 / 450명
여성주간 기념행사 : 7월 중 / 800명
여성 리더의 품격 UP 교육: 1회 / 50명",https://www.brcn.go.kr/welfare/sub03_01.do,
,,,,다문화가족지원_다문화가족지원센터 및 주요사업 현황,다문화가족지원센터 및 주요사업 현황을 알려주세요,"다문화가족지원센터 주요사업 현황
다문화 가족 센터에서 하는 사업 알려줘
다문화 지원 센터 교육 알려주세요","[다문화 가족 지원 센터]
위치 : 보령시 보령시 주공로 50(명천동)
전화번호 : 041-936-8506

[센터 운영 사업]
-교육사업
한국어교육 : 1~4단계 및 특별반 운영
방문교육 : 한국어교육·부모교육·자녀생활 서비스
다문화가족통합교육 : 가족교육, 배우자·부부교육, 부모자녀교육, 다문화이해교육 등
다문화가족취업연계 및 교육지원
-상담사업
상담 및 사례관리
-문화사업
다문화가족 나눔봉사단, 다문화가족 자조모임
-홍보 및 정보 제공
다문화 인식개선 및 지역사회 홍보, 지역사회 네트워크 강화 특성화사업

[특성화사업]
통번역서비스 : 중국어, 베트남어, 필리핀어, 러시아어
언어발달지원 : 언어평가 및 교육이 필요한 다문화가족 자녀(만12세 이하)",https://www.brcn.go.kr/welfare/sub03_02.do,
,,,,다문화가족지원_보령시 미혼자 국제결혼과 정착을 통한 다문화가정 지원,보령시 미혼자 국제결혼과 정착을 통한 다문화가정 지원 대상과 지원금액 알려주세요,"보령시 미혼자 국제결혼과 정착을 통한 다문화가정 지원 대상은?
보령시 미혼자 국제결혼과 정착을 통한 다문화가정 지원 금액은?
국제 결혼 지원금
국제 결혼 정착 지원금
국제 결혼 다문화 지원금","[대상]
만35세이상 만50세이하인 농업인 및 어업인 중 국제결혼일 3년이상 전부터 계속 관내 거주자(지원대상일로부터 6개월이내 신청)

[지원금액]
결혼지원금 : 100만원
첫째 아이를 출산시 : 정착지원금 200만원
둘째 아이를 출산시 : 정착지원금 200만원",https://www.brcn.go.kr/welfare/sub03_03.do,
,,,,한부모가족지원_지원대상,한부모가족지원 지원대상을 알려줘,"한부모가족지원 지원대상은?
한부모가족지원 부모 가족 조건 알려줘
한부모가족지원 조손가족이 뭐야
한부모가족지원 청소년 한부모가족","[한부모가족 지원 지원대상]
다음에 해당하는 세대주인 모(母) 또는 부(父)와 만 18세미만(취학 시 만 22세 미만)의 자녀로 이루어진 가정으로서, 2017년 선정기준(소득인정액 기준)을 충족한 자
※ 2012년도부터는 한부모가족에 만18세(취학 시 만22세) 이상의 자녀가 있을 경우에는 그 자녀를 제외한 나머지 가족구성원을 보호함.
※ 지원아동의 나이가 만 18세(취학 시 만22세, 군복무후 취학시 병역의무기간을 가산한 연령)가 도달하는‘연도말’ 까지 지원

[한부모(모 · 부자) 가족]
-배우자와 사별 또는 이혼했거나(이혼소송 중인 자는 제외) 배우자로부터 유기된 자
-정신 또는 신체장애로 인하여 6개월 이상 장기간 근로(노동)능력을 상실한 배우자를 가진 자 (경제활동으로 소득이 있는 경우는 제외, 공적자료로 파악)
-미혼모 또는 미혼부 (사실혼 관계에 있는 자는 제외)
-배우자의 생사가 분명하지 않은 자
※ 배우자의 실종선고 절차가 진행중인 자, 관할 시군구청장이 가출 또는 행방불명 사실을 확인한 경우(거주 불명등록자, 주민등록 직권말소 등)
-가정폭력 등에 의한 배우자 또는 배우자 가족과의 불화 등으로 인하여 가출한 자
-배우자의 군복무로 인하여 부양을 받을 수 없는 자
-배우자의 장기복역으로 인하여 부양을 받을 수 없는 자
-국내에 체류하고 있는 외국인(출입국관리법 제31조에 따른 외국인 등록을 마친 자) 중 대한민국 국민과 혼인 하여 대한민국 국적의 아동을 양육하고 있는 경우로서 위의 조건을 갖춘 자 (미혼모 또는 미혼부 제외)

[조손 가족]
부모로부터 부양을 받지 못하는 아동과 그 아동을 양육하는 (외)조부 또는 (외)조모

[청소년 한부모 가족 ]
한부모가족(모 · 부자가족)의 조건을 갖춘 경우로써 모 또는 부의 연령이 만 24세 이하인 가족
*2017년도 지원대상 연령은 1992년1월1일 이후 출생한 한부모",https://www.brcn.go.kr/welfare/sub03_00.do,
,,,,한부모가족지원_2017년 선정기준(소득인정액 기준),한부모가족지원 선정기준은?,"한부모가족지원 선정기준 알려줘
한부모 지원 소득인정액이 얼마야
한부모 가정 선정 받으려면 기준이 어떻게돼","

<IMAGE>
한부모가족 선정기준
https://chatbot1.blob.core.windows.net/%24web/50.png",https://www.brcn.go.kr/welfare/sub03_01.do,
,,,,한부모가족지원_지원내용,한부모가족지원 지원내용은?,"한부모가족 지원내용 알려줘
한부모가족 양육비 지원 알려줘
한부모가족 추가 아동 양육비 지원 알려줘
한부모가정 월동비 지원 알려줘
한부모가족 자녀 학비 지원 알려줘
한부모가족 자녀 학습 지원비 지원 알려줘
한부모가족 학용품비 지원 알려줘
한부모가족 교복 지원비 알려줘
한부모가족 지원 금액 알려주세요
이혼 가정 금액적으로 지원되는거 알려주세요

","[한부모가족 지원 내용]
※부 또는 모의 연령이 만 24세 이상인 경우


<IMAGE>
한부모가족 지원내용
https://chatbot1.blob.core.windows.net/%24web/51.png
",https://www.brcn.go.kr/welfare/sub03_02.do,
,,,,청소년 한부모가족지원_지원내용,청소년 한부모가족 지원내용을 알려줘 ,"청소년 한부모 가족 아동 양육비 지원 알려줘
청소년 한부모 가정 검정고시 지원금액 알려줘
고등학생 한부모 고등학생 교육비
청소년 한부모 자립촉진수당 알려줘","[청소년 한부모가족 지원 내용]
※부 또는 모의 연령이 만 24세 이하인 경우


<IMAGE>
청소년 한부모가족 지원내용
https://chatbot1.blob.core.windows.net/%24web/52.png
",,
,,,,한부모가족지원_기타 지원내용,한부모가족 주거지원 내용을 알려줘,"한부모가족 주거지원 알려줘
한부모가족 주거지원 내용은 뭐가있어?
한부모가정 지원 알려줘
한부모 가정 자동차 수수료 감면
한부모 가족 이동통신료 지원
한부모가족 통신비
한부모 건강 보험료
한부모가족 전기요금
한부모가족 취업성공패키지
한부모가족 소송 지원 사업
한부모 차상위 양곡 할인 혜택","[한부모가족 주거지원]
-영구임대주택, 기존주택 매입임대주택, 영세민 전세임대주택 입주 신청에 “무주택 저소득 한부모 가족”은 1순위로 신청 가능
-자동차 검사 수수료 감면 : 교통안전공단 자동차 정기 및 종합검사 수수료 50% 감면
-무인민원 발급기에서 한부모가족 증명서 발급 가능
-이동통신요금 감면혜택 (기본료 및 통화료의 35% 감면됨) : “복지전화신청용수급자증명서” 발급 후 통신사에 방문 제출, 1가구당 총 4명까지 가능
-건강보험료 지원 : 지역가입자 해당, 부과소득 및 재산기준에 따라 월 보험료 10~30% 경감, 국민건강보험공단에 “한부모가족 증명서” 제출
-전기요금 할인 :차상위계층(한부모가족 해당)은 월 최대 2,000원 감면 (국번없이 123에 문의)
-취업성공패키지 : 고용노동부 사업, 취업상담 및 연계, 교육 등(고용노동부 1350 문의)
-자녀양육비 및 친자확인인지청구 소송지원사업 : 여성가족부가 소송비용 전액 지원 (문의 국번없이 132)
-차상위 양곡할인혜택 : 주소지 읍·면·동주민센터 신청",https://www.brcn.go.kr/welfare/sub03_03.do,
,,,,한부모가족지원_관련 사업안내,한부모가족지원 관련 사업을 알려줘,"한부모가족 관련 사업중 양육비이행관리원이 뭐야?
한부모가족 관련 사업중 한부모가족 자녀양육비 이행확보 무료법률지원사업은 뭐야?","[양육비이행관리원 (여성가족부 산하)]
-지원내용 : 복잡한 절차와 많은 비용으로 양육비를 포기한 양육부 · 모들의 어려움을 덜어내고, 자녀양육비 확보를 위하여 정부에서 양육비 이행 원스톱 종합서비스를 제공
-양육비 관련 상담 및 협의성립 지원
-양육비 청구 및 이행확보 등을 위한 법률지원
-합의 또는 법원의 판결에 의하여 확정된 양육비 채권 추심지원
-양육비 채무 불이행자에 대한 제재조치
-한시적 양육비 긴급지원
-문의전화 : 1644-6621

<LINK>
양육비이행관리원
www.childsupport.or.kr
양육비이행관리원 홈페이지

[한부모가족 자녀양육비 이행확보 무료법률지원사업 (여성가족부)]
-지원내용 : 자녀를 양육하는 모(또는 부)가 이혼 이후 자녀를 양육하지 않는 전 배우자로부터 양육비를 지급 받을 수 있도록 자녀양육비 청구 및 이행확보(강제집행, 압류, 전 배우자의 봉급에서 징수 등)을 위하여 자녀 양육비 이행확보 무료법률지원사업 실시
-문의
대한법률구조공단(국번없이 132)
한국가정법률상담소(국번없이 1644-7077)
대한변호사협회( 02-3476-6515)

<LINK>
대한법률구조공단
www.Klac.or.kr
대한법률구조공단 홈페이지

<LINK>
한국가정법률상담소
www.lawhome.or.kr
한국가정법류상담소 홈페이지

<LINK>
대한변호사협회
www.legalaid.or.kr
대한변호사협회 홈페이지",,
,,,,경력단절여성취업지원,경력단절여성취업지원에 대해 알려줘,"여성새로일하기센터에 대해 알려줘
경력단절여성 취업지원 센터가 있어?","[여성새로일하기센터 사업개요]
목 적 : 경력단절여성 취업지원 전담 ONE-STOP 여성종합취업지원센터 운영
사업기간 : 연중 (2009. 2. 여성가족부 최초지정)
추진근거 : 경력단절여성등의 경제활동촉진법

[사업추진]
사업운영 : 1개 센터(보령여성새로일하기센터)
주요사업 : 여성인턴제,사후 관리지원, 취업설계사 운영, 직업교육훈련과정 운영 등

[문의]
보령여성새로일하기센터 041-935-9663",https://www.brcn.go.kr/welfare/sub03_04.do,
,,,,아이돌봄서비스_아이돌봄지원사업(일반),아이돌봄지원 사업에 대해 알려줘,"아이돌봄지원 이용방법 알려줘
아이돌봄지원 어떤걸 지원하나요?
아이돌봄지원 어떤종류가 있나요?","[사업기관]
보령시 건강가정지원센터(돌보미 연계 및 서비스 제공)

[이용문의]
위치 : 보령시 중앙로 15 인승빌딩 202호
전화 : 041-935-0131
팩스 : 041-933-0132

[신청방법]
1. 아이돌봄지원사업 홈페이지에 회원가입
2. 정부지원-양육공백 입증자료 및 소득증명 자료 준비하여 읍·면·동 주민센터로 신청
3. 보령시 건강가정지원센터 아이돌봄지원사업팀으로 이용예약

<LINK>
아이돌봄지원사업
https://idolbom.mogef.go.kr
아이돌봄지원사업 홈페이지",https://www.brcn.go.kr/welfare/sub03_05.do,
,,,,아이돌봄서비스_사업내용,아이돌봄지원 돌봄 종류를 알려주세요,"아이돌봄지원 시간제돌봄은 뭐에요?
아이돌봄지원 종합형돌봄은 뭐에요?
아이돌봄지원 종일제돌봄은 뭐에요?
아이돌봄지원 보육교사형 돌봄은 뭐에요?","[시간제 돌봄]
-부모가 올 때까지 임시 보육, 놀이활동
-간단한 급·간식 서비스
-보육시설 및 학교 등·하원 서비스
-안전·신변보호 처리 등
-가사활동 제외

[종합형 돌봄]
-시간제서비스 외 돌봄아동과 관련된 가사 서비스 제공

[종일제 돌봄]
-이유식,젖병소독,기저귀갈기, 목욕 등 영아 돌봄과 관련된 활동전반(건강, 영양, 위생, 교육 등)
-양육수당과 중복 지원 불가
-가사활동 제외

[보육교사형 돌봄]
-보육교사 자격증을 소지한 아이돌보미의 월간활동 계획에 따른 영아 표준 돌봄 프로그램 서비스 제공",https://www.brcn.go.kr/welfare/sub03_06.do,
,,,,아이돌봄서비스_이용요금,아이돌봄서비스 이용요금 알려줘,"아이돌봄서비스 얼마에요?
아이돌봄 서비스 시간제는 얼마에요?
아이돌봄서비스 종일제는 얼마에요?","[아이돌봄서비스 이용요금]


<IMAGE>
아이돌봄서비스 이용요금
https://chatbot1.blob.core.windows.net/%24web/58.png
",https://www.brcn.go.kr/welfare/sub03_05.do,
,,,,건강가정사업_일반,건강가정사업 이용문의 ,"건강가정사업이 뭐에요?
건강가정사업 문의하고 싶어요","[건강가정사업]
가족문제의 예방과 해결을 위한 가족돌봄나눔사업, 생애주기별 가족교육사업, 가족상담사업, 가족친화문화조성사업, 정보제공 및 지역사회네트워크 사업추진 하고 있으며 일반가족은 물론 한부모가족, 조손가족, 다문화가족, 일탈청소년가족, 군인가족, 수용자가족, 맞벌이가족, 이혼 전후 가족 등의 다양한 가족지원을 위한 상담, 교육 및 문화프로그램이 결합된 맞춤형 통합서비스를 제공

[이용문의]
전화 : 041-934-3133 보령시건강가정지원센터
상담전용전화 : 041-934-0033
행복누리공동육아나눔터 : 070-7730-1589
팩스 : 041-933-0132
센터 홈페이지
센터 다음카페
행복누리공동육아나눔터 카페

<LINK>
보령시건강가정지원센터
boryeong.familynet.or.kr
보령시건강가정지원센터 홈페이지

<LINK>
보령시건강가정지원센터 다음카페
http://cafe.daum.net/brhf
보령시건강가정지원센터 다음카페

<LINK>
행복누리공동육아나눔터 다음카페
http://cafe.daum.net/boryeongfamily
행복누리공동육아나눔터 다음카페",https://www.brcn.go.kr/welfare/sub03_06.do,
